0, 2, 4, 8, 10, 13, 17
2, 4, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
0, 2, 4, 6, 8, 10, 13
0, 2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 4, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 4, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 8, 10, 13, 17
0, 2, 4, 6, 8, 10, 13
0, 2, 6, 8, 10, 13
0, 2, 4, 8, 10, 13, 17
2, 4, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 4, 8, 10, 13, 17
2, 4, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 4, 8, 10, 13, 17
0, 2, 4, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
0, 2, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 4, 6, 8, 10, 13
0, 2, 4, 6, 8, 10, 13
0, 2, 4, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
2, 4, 6, 8, 10, 13
2, 4, 6, 8, 10, 13
0, 2, 4, 8, 10, 13, 17, 25
0, 2, 8, 10, 13, 17
0, 2, 8, 10, 13, 17
0, 2, 6, 8, 10, 13
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 25
0, 2, 5, 15, 22, 23, 27
0, 2, 5, 15, 22, 23, 27
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 27
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 15, 22, 23, 25
0, 2, 5, 15, 22, 23, 25
0, 2, 5, 15, 22, 23
0, 2, 5, 15, 22, 23, 26
0, 2, 5, 6, 15, 23, 26
0, 2, 5, 6, 15, 23, 27
0, 2, 5, 6, 15, 23, 27
0, 2, 5, 6, 15, 23, 26
0, 2, 5, 6, 15, 23, 27
0, 2, 5, 6, 15, 23, 27
2, 4, 6, 10, 13
2, 4, 6, 10, 13, 25
0, 2, 13, 15, 16, 26
0, 2, 13, 15, 16, 27
0, 2, 13, 15, 16, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 13, 22, 27
0, 2, 5, 12, 13, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 26
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 5, 12, 22, 27
0, 2, 8, 10, 12, 22, 26
0, 2, 8, 10, 12, 22, 26
0, 2, 12, 13, 22, 27
0, 2, 12, 13, 22, 26
0, 2, 12, 13, 22, 27
0, 2, 12, 13, 22, 27
0, 2, 12, 13, 16, 27
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 27
0, 2, 12, 13, 16, 27
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 27
0, 2, 12, 13, 16, 27
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 26
0, 2, 12, 13, 16, 25
0, 2, 12, 13, 16, 25
0, 2, 5, 6, 12, 26
0, 2, 5, 12, 16, 26
0, 2, 6, 10, 12, 27
0, 2, 5, 12, 22, 25
0, 2, 5, 12, 22, 25
0, 2, 5, 8, 12, 22, 25
